"belongs_to_collection","budget","genres","id","imdb_id","original_language","original_title","overview","popularity","poster_path","production_companies","production_countries","release_date","revenue","runtime","spoken_languages","status","tagline","title","video","vote_average","vote_count","Horror","Year","year","decade","bydecade","boxoffice"
"",0,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]","39916","tt0082000","en","Contamination","A former astronaut helps a government agent and a police detective track the source of mysterious alien pod spores, filled with lethal flesh-dissolving acid, to a South American coffee plantation controlled by alien pod clones.",1.06063,"/diSSYPayASVx7SzNBxagM5oYnFn.jpg","[{'name': 'Lisa-Film', 'id': 10437}, {'name': 'Alex Cinematografica', 'id': 56895}, {'name': 'Barthonia Film', 'id': 56896}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",1980-08-02,0,95,"[{'iso_639_1': 'it', 'name': 'Italiano'}]","Released","You can feel them in your blood!","Contamination",FALSE,5.4,20,TRUE,"1980",1980,"80s","80s",0
"",0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]","29449","tt0068732","en","Images","Schizophrenic housewife, engulfed by terrorizing apparitions, kills off each, unknowing if these demons are merely figments of her hallucinatory imagination or part of reality.",1.689005,"/ww0C0c7sguccgfnHR7UjFgWLbCT.jpg","[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Hemdale Film', 'id': 3952}, {'name': ""Lion's Gate Films"", 'id': 18203}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1972-05-01,0,101,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]","Released","","Images",FALSE,6.7,15,TRUE,"1972",1972,"70s","70s",0
"",5e+05,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]","30315","tt0076271","en","Kingdom of the Spiders","Investigating the mysterious deaths of a number of farm animals, vet Rack Hansen discovers that his town lies in the path of hoards of migrating tarantulas. Before he can take action, the streets are overrun by killer spiders, trapping a small group of towns folk in a remote hotel.",2.884359,"/rfTKAin2pR1YMXVqmmnl4n86Wbj.jpg","[{'name': 'Arachnid Productions Ltd.', 'id': 56482}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1977-08-24,1.7e+07,97,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","A Living, Crawling, Hell on Earth!","Kingdom of the Spiders",FALSE,5.6,31,TRUE,"1977",1977,"70s","70s",17500000
"{'id': 117927, 'name': 'House of the Dead Collection', 'poster_path': '/jZiLJV1yUez60J361t8fN2zDMEu.jpg', 'backdrop_path': None}",7e+06,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","11059","tt0317676","en","House of the Dead","Set on an island off the coast, a techno rave party attracts a diverse group of college coeds and a Coast Guard officer. Soon, they discover that their X-laced escapades are to be interrupted by zombies and monsters that attack them on the ground, from the air, and in the sea, ruled by an evil entity in the House of the Dead... Prequel to the House of the Dead video games.",5.701278,"/4Z1m6Q5n5GqZB3FcZqdZjPTl0vk.jpg","[{'name': 'Boll Kino Beteiligungs GmbH & Co. KG', 'id': 1062}, {'name': 'Brightlight Pictures', 'id': 1063}, {'name': 'Herold Productions', 'id': 1064}, {'name': 'Mindfire Entertainment', 'id': 8068}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-04-11,13818181,90,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","You won't last the night.","House of the Dead",FALSE,2.8,106,TRUE,"2003",2003,"00s","00s",20818181
"{'id': 425175, 'name': 'Texas Chainsaw (Reboot) Collection', 'poster_path': '/aLObVUVnJAl0yaA4LVEMcYJYdD5.jpg', 'backdrop_path': '/9z2HzirMPY51IBrBTFlt21JX3iP.jpg'}",9500000,"[{'id': 27, 'name': 'Horror'}]","9373","tt0324216","en","The Texas Chainsaw Massacre","After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a deformed chainsaw-wielding killer and his family of equally psychopathic killers.",7.810068,"/gx7FCIOFGxqNyplF3t7qtmUv55g.jpg","[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Next Entertainment', 'id': 1633}, {'name': 'Platinum Dunes', 'id': 2481}, {'name': 'Focus Features', 'id': 10146}, {'name': 'Radar Pictures', 'id': 14718}, {'name': 'Chainsaw Productions LLC', 'id': 53404}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-10-17,107071655,98,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","What you know about fear... doesn't even come close.","The Texas Chainsaw Massacre",FALSE,6.1,670,TRUE,"2003",2003,"00s","00s",116571655
"",0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","14157","tt0087464","en","Impulse","After a small earthquake in a small and quiet town, local citizens start to have a bizarre, violent and self-destructive behavior...",0.47699,"/eI3TZYqBI5e2yG9vM2qb0U7qFh7.jpg","[]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1984-09-28,0,91,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","","Impulse",FALSE,4.3,7,TRUE,"1984",1984,"80s","80s",0
"",0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]","44591","tt0050197","en","The Black Scorpion","Giant scorpions wreck havoc after being released due to volcanic activity",0.748812,"/dLqaQkI0EH4b8ZyQLbWlTUHjaUJ.jpg","[{'name': 'Amex Productions', 'id': 14233}, {'name': 'Frank Melford-Jack Dietz Productions', 'id': 14234}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1957-10-11,0,88,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Every horror you've seen on the screen grows pale beside the horror of","The Black Scorpion",FALSE,5.1,9,TRUE,"1957",1957,"50s","50s",0
"{'id': 264335, 'name': 'The Eye Collection', 'poster_path': '/8kPLIuWZatb3krc4l16pnkfokjo.jpg', 'backdrop_path': '/rki7UPSFEaUPuitlQ9Iq421p137.jpg'}",0,"[{'id': 27, 'name': 'Horror'}]","10389","tt0325655","cn","見鬼","A blind girl gets a cornea transplant so that she would be able to see again. However, she got more than what she bargained for when she realised she could even see ghosts. And some of these ghosts are down right unfriendly. So she embarks on a journey to find the origins of her cornea and to reveal the history of the previous dead owner ...",4.827322,"/hfNaBtYUbnULXqUWEP3EUzBuk0P.jpg","[{'name': 'Mediacorp Raintree Pictures', 'id': 3405}, {'name': 'Applause Pictures', 'id': 5346}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'SG', 'name': 'Singapore'}, {'iso_3166_1': 'TH', 'name': 'Thailand'}]",2002-05-09,0,98,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'th', 'name': 'ภาษาไทย'}]","Released","How can you believe your eyes when they're not yours?","The Eye",FALSE,6.4,108,TRUE,"2002",2002,"00s","00s",0
"",4e+05,"[{'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}]","18979","tt0071276","en","Captain Kronos: Vampire Hunter","When several young girls are found dead, left hideously aged and void of blood, Dr Marcus suspects vampirism. He enlists the help of the Vampire Hunter. Mysterious and powerful, Kronos has dedicated his life to destroying the evil pestilence. Once a victim of its diabolical depravity, he knows the vampire's strengths and weaknesses as well as the extreme dangers attached to confronting the potent forces of darkness.",2.980415,"/j2Vfuzh18uNHcgV7nzwLmldA7aL.jpg","[{'name': 'Hammer Film Productions', 'id': 1314}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1974-04-07,0,91,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Evil ends here.","Captain Kronos: Vampire Hunter",FALSE,6,28,TRUE,"1974",1974,"70s","70s",4e+05
"{'id': 123720, 'name': 'Frankenstein (Hammer Series)', 'poster_path': '/fKiok5TbCKWRgfNd4Rj8gPMzGJp.jpg', 'backdrop_path': '/gl9Gi60C9WYVkObOMll19OROhMC.jpg'}",0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]","3117","tt0071519","en","Frankenstein and the Monster from Hell","Dr Simon Helder, sentenced to an insane asylum for crimes against humanity, recognises its director as the brilliant Baron Frankenstein, the man whose work he had been trying to emulate before his imprisonment. Frankenstein utilises Helder's medical knowledge for a project he has been working on for some time. He is assembling a man from vital organs extracted from various inmates in the asylum. And the Baron will resort to murder to acquire the perfect specimens for his most ambitious project ever.",8.388808,"/5unJR4io2s7P6EVR0VoHsEy0zlO.jpg","[{'name': 'Hammer Film Productions', 'id': 1314}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1973-03-31,0,93,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Your blood will run cold when the monster rises.","Frankenstein and the Monster from Hell",FALSE,6.3,23,TRUE,"1973",1973,"70s","70s",0
"",0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","28446","tt0271809","en","Suspended Animation","Hollywood animator Tom (Alex McArthur) gets lost in the Michigan woods after a snowmobile ride goes wrong. He finds refuge at an isolated cabin inhabited by two sisters (Laura Esterman and Sage Allen). Initially grateful to them, Tom soon realizes that the women are cannibals who peg him as their next meal. Tom's friends manage to rescue him, but he's perpetually haunted by his horrific ordeal.",0.124863,"/6lTqKVPgtVeov1ixabQU1Fn6oYt.jpg","[{'name': 'Filmacres', 'id': 66152}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-01-01,0,114,"[]","Released","","Suspended Animation",FALSE,0,0,TRUE,"2001",2001,"00s","00s",0
"",0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]","1836","tt0337961","fr","Dans ma peau","Esther, a self-conscious young woman who works for a public relations firm. One night at a party with her friend Sandrine, Esther wanders into the backyard and stumbles, scratching her leg on a piece of scrap metal. She goes back to the party, and later realizes that her injury is much more severe than she had thought. There's a huge, ugly gouge all the way up her shin, and she's bleeding profusely. She goes to a doctor, who patches her up and tells her she might need a skin graft. But Esther becomes obsessed with the wound. She won't let it heal, sneaking away during work to cut herself. As her leg becomes an ugly scarred mass, she begins to notice a problem with her arm. Before long, she's alienated Vincent and jeopardized her job with her compulsive, self-destructive behavior. But she continues on her grotesque downward spiral.",2.686234,"/8NpTq2to71J1Z5dc4eB1s6kZBwa.jpg","[]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2002-12-04,0,93,"[{'iso_639_1': 'fr', 'name': 'Français'}]","Released","","In My Skin",FALSE,6.3,36,TRUE,"2002",2002,"00s","00s",0
"",4e+07,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","4970","tt0348836","en","Gothika","After a car crash, a criminal psychologist (Halle Berry) comes to, only to find that she's a patient in the same mental institution that currently employs her. It seems she's been accused of murdering her husband -- but she has no memory of committing the crime. As she tries to regain her memory and convince her co-workers of her innocence, a vengeful spirit uses her as an earthly pawn, which further convinces everyone of her guilt.",10.939066,"/jwTiVNi21EhaP8QbkJkVUn2SYsa.jpg","[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Dark Castle Entertainment', 'id': 1786}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-11-21,141591324,98,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Because someone is dead doesn't mean they're gone.","Gothika",FALSE,5.8,643,TRUE,"2003",2003,"00s","00s",181591324
"",0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","13581","tt0037635","en","Dead of Night","Architect Walter Craig, seeking the possibility of some work at a country farmhouse, soon finds himself once again stuck in his recurring nightmare. Dreading the end of the dream that he knows is coming, he must first listen to all the assembled guests' own bizarre tales.",6.954993,"/2sG6rK431EEMLMS7r4lluCOXPgM.jpg","[{'name': 'Ealing Studios', 'id': 2650}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1945-09-04,0,103,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]","Released","","Dead of Night",FALSE,6.8,46,TRUE,"1945",1945,"40s","40s",0
"",0,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","1702","tt0109575","en","Death Machine","Chaank Armaments is experimenting with the ultimate fighting machine which is part human - part machine. So far, the Hardman project has been unreliable and has killed a number of innocent people. The genius behind this project is Jack who lives in a world of models, toys and magazines. When he is fired by Cale for killing a few corporate officers, he unleashes the ultimate killing machine called the 'Warbeast' against Cale and those who would help her.",9.217153,"/yg9zyB7CgbfUTXY0FQb2rUB0HYa.jpg","[{'name': 'Fugitive Features', 'id': 1625}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1994-12-23,1422749,117,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","It feeds on your fear","Death Machine",FALSE,5.8,26,TRUE,"1994",1994,"90s","90s",1422749
"",0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","10234","tt0119167","de","Funny Games","Two psychotic young men take a mother, father, and son hostage in their vacation cabin and force them to play sadistic ""games"" with one another for their own amusement.",9.314129,"/mISZcSru00OqBr9nTfdUrHLSmfE.jpg","[{'name': 'Wega Film', 'id': 224}]","[{'iso_3166_1': 'AT', 'name': 'Austria'}]",1997-05-14,0,103,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]","Released","","Funny Games",FALSE,7.3,385,TRUE,"1997",1997,"90s","90s",0
"{'id': 115142, 'name': 'Tales from the Crypt Collection', 'poster_path': '/mjP1Ktqz3VCyX2akRAIjgxaALwx.jpg', 'backdrop_path': '/o9Nll2BovcZ9EDmBBMmnHx99wP4.jpg'}",0,"[{'id': 27, 'name': 'Horror'}]","38939","tt0069341","en","Tales from the Crypt","Five people find themselves in a tomb. The Crypt keeper explains why they are there through a series of frightening stories. Based on the classic comic book.",4.407775,"/WjAXvs4MVFA25FrD6IsaPjNMDc.jpg","[{'name': 'Amicus Productions', 'id': 4630}, {'name': 'Metromedia Producers Corporation', 'id': 5740}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1972-03-09,0,92,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","DEATH LIVES in the Vault of Horror!","Tales from the Crypt",FALSE,7.2,52,TRUE,"1972",1972,"70s","70s",0
"",3500000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","11850","tt0077745","en","Invasion of the Body Snatchers","The first remake of the paranoid infiltration classic moves the setting for the invasion, from a small town to the city of San Francisco and starts as Matthew Bennell notices that several of his friends are complaining that their close relatives are in some way different. When questioned later they themselves seem changed, as they deny everything or make lame excuses. As the invaders increase in number they become more open and Bennell, who has by now witnessed an attempted ""replacement"", realises that he and his friends must escape or suffer the same fate. But who can he trust to help him and who has already been snatched?",5.219641,"/emvdLecrjSLO8pJII1XbYJqXhcB.jpg","[{'name': 'United Artists', 'id': 60}, {'name': 'Solofilm', 'id': 10097}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1978-12-19,24046533,115,"[{'iso_639_1': 'cs', 'name': 'Český'}, {'iso_639_1': 'en', 'name': 'English'}]","Released","From deep space... The seed is planted... the terror grows","Invasion of the Body Snatchers",FALSE,7.1,231,TRUE,"1978",1978,"70s","70s",27546533
"",0,"[{'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]","5336","tt0073650","it","Salò o le 120 giornate di Sodoma","Four corrupted fascist libertines round up 9 teenage boys and girls and subject them to 120 days of sadistic physical, mental and sexual torture.",7.705479,"/xnaDdiRfZlJaTf6JRc4in40eaeI.jpg","[{'name': 'United Artists', 'id': 60}, {'name': 'Les Productions Artistes Associés', 'id': 64}, {'name': 'Produzioni Europee Associati (PEA)', 'id': 7508}, {'name': 'The Criterion Collection', 'id': 10932}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'FR', 'name': 'France'}]",1975-11-22,0,116,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}]","Released","The final vision of a controversial filmmaker.","Salò, or the 120 Days of Sodom",FALSE,6.4,332,TRUE,"1975",1975,"70s","70s",0
"",530000,"[{'id': 27, 'name': 'Horror'}]","29437","tt0076590","en","Rabid","After undergoing radical surgery for injuries from a motorcycle accident, a young woman develops a strange phallic growth on her body and a thirst for human blood -- the only nourishment that will now sustain her.",11.284126,"/bIA17LnIEfKZp4TU6RzLA9CFdp3.jpg","[{'name': 'Canadian Film Development Corporation (CFDC)', 'id': 4952}, {'name': 'Cinépix', 'id': 6270}, {'name': 'The Dilbar Syndicate', 'id': 46689}, {'name': 'Cinema Entertainment Enterprises Ltd.', 'id': 46690}, {'name': 'Famous Players Film Corporation [ca]', 'id': 88951}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",1977-04-08,0,91,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Pray it doesn't happen to you.","Rabid",FALSE,6.4,90,TRUE,"1977",1977,"70s","70s",530000
